TrackId,ProductName,TotalRevenue
3001,"The Star Spangled Banner",1.98
3013,"Sweetest Thing",1.98
3025,"Red Light",1.98
3432,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",1.98
161,Snowblind,1.98
393,"Tarde Em Itapoã",1.98
625,"Blue Rythm Fantasy",1.98
857,Álibi,1.98
1089,"Is This Love (Live)",1.98
1321,"Hallowed Be Thy Name",1.98
1553,"You've Got Another Thing Comin'",1.98
1785,"Abraham, Martin And John",1.98
2017,"Sangue Latino",1.98
2249,"Rappers Reais",1.98
2481,Waiting,1.98
2713,Release,1.98
2945,"Peace On Earth",1.98
4,"Restless and Wild",0.99
6,"Put The Finger On You",0.99
10,"Evil Walks",0.99
12,"Breaking The Rules",0.99
16,"Dog Eat Dog",0.99
24,"Love In An Elevator",0.99
28,"Janie's Got A Gun",0.99
36,Angel,0.99
42,"Right Through You",0.99
54,"Bleed The Freak",0.99
60,Confusion,0.99
72,Angela,0.99
78,"Master Of Puppets",0.99
90,"Set It Off",0.99
99,"Your Time Has Come",0.99
108,Dandelion,0.99
117,"Rock 'N' Roll Music",0.99
126,"Moon germs",0.99
135,"Super Terrorizer",0.99
144,"Heart Of Gold",0.99
153,"Evil Woman",0.99
180,"Body Count Anthem",0.99
189,Jerusalem,0.99
216,"Esse Cara",0.99
230,"Bye, Bye Brasil",0.99
231,"Atras Da Porta",0.99
232,Tatuagem,0.99
236,"A Banda",0.99
238,"Com Açúcar E Com Afeto",0.99
242,"Trocando Em Miúdos",0.99
244,"Gota D'água",0.99
248,Etnia,0.99
256,Sobremesa,0.99
260,"Sangue De Bairro",0.99
268,"Maracatu Atômico [Trip Hop]",0.99
274,"Samba Makossa",0.99
286,Firmamento,0.99
292,"Já Foi",0.99
304,Firmamento,0.99
310,"Sábado A Noite",0.99
322,"Livre Pra Viver",0.99
331,Lavadeira,0.99
340,"Dazed and Confused",0.99
349,"You Shook Me(2)",0.99
358,"Man With The Woman Head",0.99
367,"Leandro De Itaquera 2001",0.99
376,"Vôo Sobre o Horizonte",0.99
385,"All Star",0.99
412,"Die Die My Darling",0.99
421,"Radio GA GA",0.99
448,"God Of Thunder",0.99
462,Valentino's,0.99
463,Believe,0.99
464,"As We Sleep",0.99
468,Maria,0.99
470,Longview,0.99
474,She,0.99
476,"Geek Stink Breath",0.99
480,"Stuck With Me",0.99
488,"Macy's Day Parade",0.99
492,"Don't You Cry",0.99
500,"Wherever You May Go",0.99
506,"Diga Lá, Coração",0.99
518,"Podres Poderes",0.99
524,Queixa,0.99
536,"Vida De Cachorro",0.99
542,"Meu Refrigerador Não Funciona",0.99
554,"Trampled Under Foot",0.99
563,"União Da Ilha",0.99
572,"Put Your Lights On",0.99
581,Primavera,0.99
590,"Seis Da Tarde",0.99
599,Compulsion,0.99
608,"The Pan Piper",0.99
617,"Jean Pierre (Live)",0.99
644,Showcase,0.99
653,"Como É Duro Trabalhar",0.99
680,"Green River",0.99
694,"Someday Never Comes",0.99
695,"Walking On The Water",0.99
696,"Suzie-Q, Pt. 2",0.99
700,"Wrote A Song For Everyone",0.99
702,"Cotton Fields",0.99
706,"Before You Accuse Me",0.99
708,"Pagan Baby",0.99
712,"Born To Move",0.99
720,"Coroné Antonio Bento",0.99
724,"Música Urbana 2",0.99
732,"Smells Like Teen Spirit (Ao Vivo)",0.99
738,"Admirável Gado Novo",0.99
750,Drifter,0.99
756,"Child In Time",0.99
768,"Knocking At Your Back Door",0.99
774,"The Unwritten Law",0.99
786,"Vavoom : Ted The Mechanic",0.99
795,"Hey Cisco",0.99
804,Fortuneteller,0.99
813,"High Ball Shooter",0.99
822,"A Twist In The Tail",0.99
831,Animal,0.99
840,Hysteria,0.99
849,"Baltimore, DC",0.99
876,"Um Amor Puro",0.99
885,Fascinação,0.99
912,"Tears In Heaven",0.99
926,"Naked In Front Of The Computer",0.99
927,Helpless,0.99
928,"Mouth To Mouth",0.99
932,"Paths Of Glory",0.99
934,Pristina,0.99
938,RV,0.99
940,"Everything's Ruined",0.99
944,"A Small Victory",0.99
952,"The Gentle Art Of Making Enemies",0.99
956,"Ugly In The Morning",0.99
964,"From Out Of Nowhere",0.99
970,"Underwater Love",0.99
982,Avisa,0.99
988,Desaforo,0.99
1000,"What If I Do?",0.99
1006,"Virginia Moon",0.99
1018,"Burn Away",0.99
1027,"See You",0.99
1036,"I Get A Kick Out Of You",0.99
1045,"Fly Me To The Moon",0.99
1054,"Mack The Knife",0.99
1063,"Funk Hum",0.99
1072,"Forty Days Instrumental",0.99
1081,Pau-De-Arara,0.99
1108,Realce,0.99
1117,"Aquele Abraço",0.99
1144,"Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again",0.99
1158,"Right Next Door to Hell",0.99
1159,"Dust N' Bones",0.99
1160,"Live and Let Die",0.99
1164,"Bad Obsession",0.99
1166,"Double Talkin' Jive",0.99
1170,"Don't Damn Me",0.99
1172,"Dead Horse",0.99
1176,Yesterdays,0.99
1184,Estranged,0.99
1188,Colibri,0.99
1196,Millenium,0.99
1202,"These Colours Don't Run",0.99
1214,Prowler,0.99
1220,"Run To The Hilss",0.99
1232,"Heaven Can Wait",0.99
1238,"Blood Brothers",0.99
1250,"Gates Of Tomorrow",0.99
1259,"Fear Is The Key",0.99
1268,"01 - Prowler",0.99
1277,"The Ides Of March",0.99
1286,Drifter,0.99
1295,"The Number Of The Beast",0.99
1304,"Phantom Of The Opera",0.99
1313,"Afraid To Shoot Strangers",0.99
1340,"Still Life",0.99
1349,"Back in the Village",0.99
1376,"The Prophecy",0.99
1390,"Hallowed Be Thy Name",0.99
1391,Invaders,0.99
1392,"Run to the Hills",0.99
1396,"Lord Of The Flies",0.99
1398,"Fortunes Of War",0.99
1402,"Blood On The World's Hands",0.99
1404,"2 A.M.",0.99
1408,"Lightning Strikes Twice",0.99
1416,"Night Train",0.99
1420,"It's A Man's Man's Man's World",0.99
1428,"Get Up Offa That Thing",0.99
1434,"When You Gonna Learn (Digeridoo)",0.99
1446,"Black Capricorn Day",0.99
1452,"Were Do We Go From Here",0.99
1464,"Morning Glory",0.99
1470,"Get What You Need",0.99
1482,"Can You See Me",0.99
1491,"Stone Free",0.99
1500,"Satch Boogie",0.99
1509,"Salve Simpatia",0.99
1518,"Filho Maravilha",0.99
1527,"Dance Enquanto é Tempo",0.99
1536,"Voce Inteira",0.99
1545,"Enquanto O Dia Não Vem",0.99
1572,"Every Time I Look At You",0.99
1581,"Dazed And Confused",0.99
1608,"All My Love",0.99
1622,"Your Time Is Gonna Come",0.99
1623,"Black Mountain Side",0.99
1624,"Communication Breakdown",0.99
1628,"What Is And What Should Never Be",0.99
1630,"Thank You",0.99
1634,"Moby Dick",0.99
1636,"Immigrant Song",0.99
1640,"Out On The Tiles",0.99
1648,"Down By The Seaside",0.99
1652,"Boogie With Stu",0.99
1660,"Hots On For Nowhere",0.99
1666,"Dazed And Confused",0.99
1678,"Soul Parsifal",0.99
1684,"Quando Você Voltar",0.99
1696,"Meninos E Meninas",0.99
1702,"Are You Gonna Go My Way",0.99
1714,Believe,0.99
1723,Condição,0.99
1732,Aquilo,0.99
1741,"Assaltaram A Gramática",0.99
1750,"Waterhole (Expresso Bongo)",0.99
1759,"Tempos Modernos",0.99
1768,"Dança Da Solidão",0.99
1777,"When I Had Your Love",0.99
1804,"The Unforgiven",0.99
1813,Helpless,0.99
1840,"2 X 4",0.99
1854,"Master Of Puppets",0.99
1855,"The Thing That Should Not Be",0.99
1856,"Welcome Home (Sanitarium)",0.99
1860,"Damage Inc.",0.99
1862,"The Memory Remains",0.99
1866,Slither,0.99
1868,"Bad Seed",0.99
1872,Attitude,0.99
1880,"Creeping Death",0.99
1884,"Some Kind Of Monster",0.99
1892,"All Within My Hands",0.99
1898,"Harvester Of Sorrow",0.99
1910,Lament,0.99
1916,"Coração De Estudante",0.99
1928,"Maria, Maria",0.99
1934,"Ponta de Areia",0.99
1946,"Fast And Loose",0.99
1955,"Please Don't Touch",0.99
1964,"Já Foi",0.99
1973,"Wild Side",0.99
1982,"Primal Scream",0.99
1991,"Been A Son",0.99
2000,Breed,0.99
2009,"Territorial Pissings",0.99
2036,Denúncia,0.99
2045,"O Trem Da Juventude",0.99
2072,"Luis Inacio (300 Picaretas)",0.99
2086,Perplexo,0.99
2087,"Me Liga",0.99
2088,"Quase Um Segundo",0.99
2092,SKA,0.99
2094,"I Don't Know",0.99
2098,"No More Tears",0.99
2100,"Crazy Train",0.99
2104,"Relvelation (Mother Earth)",0.99
2112,Dee,0.99
2116,"Blue Train",0.99
2124,"Sons Of Freedom",0.99
2130,"Beach Sequence",0.99
2142,"Murders In The Rue Morgue",0.99
2148,"Iron Maiden",0.99
2160,Nothingman,0.99
2166,"World Wide Suicide",0.99
2178,"Can't Keep",0.99
2187,"Green Disease",0.99
2196,"Why Go",0.99
2205,Animal,0.99
2214,Leash,0.99
2223,"Wanted Dread And Alive",0.99
2232,"The Great Gig In The Sky",0.99
2241,Bossa,0.99
2268,"Seven Seas Of Rhye",0.99
2277,"Get Down, Make Love",0.99
2304,"Be Mine",0.99
2318,"Carnival Of Sorts",0.99
2319,"Radio Free Aurope",0.99
2320,"Perfect Circle",0.99
2324,"Pretty Persuasion",0.99
2326,"Can't Get There From Here",0.99
2330,Cuyahoga,0.99
2332,"The Finest Worksong",0.99
2336,"Papeau Nuky Doe",0.99
2344,"Maluco Beleza",0.99
2348,"As Profecias",0.99
2356,"Século XXI",0.99
2362,"Suck My Kiss",0.99
2374,"They're Red Hot",0.99
2380,"The Zephyr Song",0.99
2392,"Parallel Universe",0.99
2398,Porcelain,0.99
2410,Xanadu,0.99
2419,"Finding My Way",0.99
2428,"Evil Ways",0.99
2437,"It's Only Love",0.99
2446,"So Beautiful",0.99
2455,Maquinarama,0.99
2464,"Garota Nacional",0.99
2473,"Aeroplane Flies High",0.99
2500,"Ava Adore",0.99
2509,"Hands All Over",0.99
2536,"Leave My Girl Alone",0.99
2550,Plush,0.99
2551,"Wet My Bed",0.99
2552,Crackerman,0.99
2556,Revenga,0.99
2558,Radio/Video,0.99
2562,"Sad Statue",0.99
2564,"Lost in Hollywood",0.99
2568,"Black Light Syndrome",0.99
2576,"Sometimes Salvation",0.99
2580,"Girl From A Pawnshop",0.99
2588,"Soul Singing",0.99
2594,"Clash City Rockers",0.99
2606,"Know Your Rights",0.99
2612,"Take The Power",0.99
2624,"Spirit Walker",0.99
2630,"Edie (Ciao Baby)",0.99
2642,"Twentienth Century Fox",0.99
2651,"Can't Stand Losing You",0.99
2660,"King Of Pain",0.99
2669,"Get Off Of My Cloud",0.99
2678,"Gimmie Shelters",0.99
2687,"Thief In The Night",0.99
2696,"Out Of Tears",0.99
2705,"Walking Wounded",0.99
2732,"Anyway, Anyhow, Anywhere",0.99
2741,"Pinball Wizard",0.99
2768,Você,0.99
2782,"Go Back",0.99
2783,"Prá Dizer Adeus",0.99
2784,Família,0.99
2788,"Nem 5 Minutos Guardados",0.99
2790,Palavras,0.99
2794,"32 Dentes",0.99
2796,"Não Vou Lutar",0.99
2800,"Querem Meu Sangue",0.99
2808,Domingo,0.99
2812,"Era Uma Vez",0.99
2928,One,0.99
2937,"Love Is Blindness",0.99
2964,Vertigo,0.99
2973,"Original Of The Species",0.99
3000,"God Part II",0.99
3014,Desire,0.99
3015,"When Love Comes To Town",0.99
3016,"Angel Of Harlem",0.99
3020,"New Year's Day",0.99
3022,"Drowning Man",0.99
3026,Surrender,0.99
3028,Zooropa,0.99
3032,"Stay (Faraway, So Close!)",0.99
3040,"I Would Do For You",0.99
3044,"Wear You To The Ball",0.99
3052,"Where Have All The Good Times Gone?",0.99
3058,"Dancing In The Street",0.99
3070,Jump,0.99
3076,"Right Now",0.99
3088,"Feel Your Love Tonight",0.99
3094,"One I Want",0.99
3106,"Big Machine",0.99
3115,"Dirty Little Thing",0.99
3124,"So Por Amor",0.99
3133,"Here I Go Again",0.99
3142,"The Deeper The Love",0.99
3151,"Seu Balancê",0.99
3160,"Sapopemba e Maxambomba",0.99
3254,"#9 Dream",0.99
3258,"Whatever Gets You Thru the Night",0.99
3260,"Gimme Some Truth",0.99
3264,"Jealous Guy",0.99
3272,"Gimme Some Truth",0.99
3276,"Sympton of the Universe",0.99
3284,"Never Say Die",0.99
3290,"The Zoo",0.99
3296,"I Can't Explain",0.99
3302,"Put Your Head Out",0.99
3308,"Danny Boy, Danny Boy",0.99
3314,"One For The Road",0.99
3320,"Chapa o Coco",0.99
3326,"Todo o Carnaval tem seu Fim",0.99
3332,"Funk de Bamba",0.99
3356,"Muita Bobeira",0.99
3365,"Say Hello 2 Heaven",0.99
3374,"All Night Thing",0.99
3383,"Scar On the Sky",0.99
3392,"Until We Fall",0.99
3401,"Show Me How to Live (Live at the Quart Festival)",0.99
3410,"The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound",0.99
3419,"Requiem, Op.48: 4. Pie Jesu",0.99
3437,"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonlight": I. Adagio sostenuto",0.99
3464,"He Can Only Hold Her",0.99
3478,Slowness,0.99
3479,"Prometheus Overture, Op. 43",0.99
3480,"Sonata for Solo Violin: IV: Presto",0.99
3484,"Adios nonino",0.99
3486,"Act IV, Symphony",0.99
3490,"Partita in E Major, BWV 1006A: I. Prelude",0.99
3492,"Sing Joyfully",0.99
3496,"Étude 1, In C Major - Preludio (Presto) - Liszt",0.99
1,"For Those About To Rock (We Salute You)",0.99
5,"Princess of the Dawn",0.99
13,"Night Of The Long Knives",0.99
19,"Problem Child",0.99
25,"Rag Doll",0.99
31,"Blind Man",0.99
37,"Livin' On The Edge",0.99
43,Forgiven,0.99
49,"Wake Up",0.99
55,"I Can't Remember",0.99
61,"I Know Somethin (Bout You)",0.99
67,Ligia,0.99
76,"Canta, Canta Mais",0.99
85,Cochise,0.99
94,Hypnotize,0.99
103,"Drown Me Slowly",0.99
112,"Long Tall Sally",0.99
121,"Good Golly Miss Molly",0.99
130,"Do what cha wanna",0.99
139,A.N.D.R.O.T.A.Z.,0.99
148,"The Beginning...At Last",0.99
157,"Tomorrow's Dream",0.99
166,"Smoked Pork",0.99
193,Realword,0.99
208,Terra,0.99
209,"Eclipse Oculto",0.99
213,Saudosismo,0.99
215,Sozinho,0.99
219,Odara,0.99
221,"Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu",0.99
225,"Sozinho (Caêdrum 'n' Bass)",0.99
233,"O Que Será (À Flor Da Terra)",0.99
237,"Minha Historia",0.99
245,"Construção / Deus Lhe Pague",0.99
251,"Um Passeio No Mundo Livre",0.99
257,Manguetown,0.99
263,"Criança De Domingo",0.99
269,"Banditismo Por Uma Questa",0.99
275,"Da Lama Ao Caos",0.99
281,"Computadores Fazem Arte",0.99
287,Extra,0.99
293,"Onde Você Mora?",0.99
299,"Onde Você Mora?",0.99
308,"Na Frente Da TV",0.99
317,"Amor Demais",0.99
326,"Tapa Aqui, Descobre Ali",0.99
335,"My Love",0.99
344,"Travelling Riverside Blues",0.99
353,"Sam With The Showing Scalp Flat Top",0.99
362,"Gavioes 2001",0.99
371,"Morro Da Casa Verde 2001",0.99
380,"Samba da Bençaco",0.99
389,"Maria Fumaça",0.99
398,"Only A Dream In Rio",0.99
425,"It's A Hard Life",0.99
440,"Love Gun",0.99
441,Deuce,0.99
445,She,0.99
447,"Shout It Out Loud",0.99
451,Strutter,0.99
453,"Cold Gin",0.99
457,"De La Luz",0.99
465,"When Evening Falls",0.99
469,"Poprocks And Coke",0.99
477,"Brain Stew",0.99
483,Redundant,0.99
489,"Into The Light",0.99
495,"Cry For Love",0.99
501,"Grito De Alerta",0.99
507,"Lindo Lago Do Amor",0.99
513,"Ponto De Interrogação",0.99
519,"Voce Nao Entende Nada - Cotidiano",0.99
525,"O Leaozinho",0.99
531,"Top Top",0.99
540,"Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll",0.99
549,"You Fool No One",0.99
558,Viradouro,0.99
567,Tradição,0.99
576,"Maria Maria",0.99
585,"Entre E Ouça",0.99
594,"Agora Que O Dia Acordou",0.99
603,"Bye Bye Blackbird",0.99
612,Nefertiti,0.99
621,"Going Down / Highway Star",0.99
630,"Boogie Blues",0.99
657,Deixa,0.99
672,"Wave (Os Cariocas)",0.99
673,"Garota de Ipanema (Dick Farney)",0.99
677,"Proud Mary",0.99
679,Lodi,0.99
683,"Fortunate Son",0.99
685,"Who'll Stop The Rain",0.99
